day,month,year,mintp,mxntp,p,evp,,,,,,,,,
24,9,1992,20,28.34,1.35,3.9,,,,,,,,,
25,9,1992,20.68,27.46,1.39,4.1,,,,,,,,,
26,9,1992,20.22,32.3,1.04,4.2,,,,,,,,,
27,9,1992,21.87,30.63,1.44,3.3,,,,,,,,,
28,9,1992,22.81,28.83,2.01,3.6,,,,,,,,,
29,9,1992,21.65,27.31,2.82,3.4,,,,,,,,,
30,9,1992,20.23,28.3,0.07,3.6,,,,,,,,,
1,10,1992,18.85,27.64,0.31,3.5,,,,,,,,,
2,10,1992,19.01,28.31,0.01,4.1,,,,,,,,,
3,10,1992,18.67,27.29,0.02,3.6,,,,,,,,,
4,10,1992,18.14,24.46,7.77,3.4,,,,,,,,,
5,10,1992,16.63,28.75,0.45,4.1,,,,,,,,,
6,10,1992,14.33,25.75,0.08,3.9,,,,,,,,,
7,10,1992,15.66,27.49,0.08,4.4,,,,,,,,,
8,10,1992,16.63,27.2,0,3.6,,,,,,,,,
9,10,1992,19.82,25.4,0.84,2.6,,,,,,,,,
10,10,1992,21.17,29.24,1.15,4.1,,,,,,,,,
11,10,1992,19.95,25.37,1.93,3.1,,,,,,,,,
12,10,1992,18.63,24.78,0.71,3.1,,,,,,,,,
13,10,1992,17.27,26.26,0.59,3.3,,,,,,,,,
14,10,1992,17.57,25.03,6.15,3.4,,,,,,,,,
15,10,1992,15.12,23.01,5.53,2.9,,,,,,,,,
16,10,1992,16.48,23.07,2.61,2.7,,,,,,,,,
17,10,1992,15.13,28.58,0,4.2,,,,,,,,,
18,10,1992,18.18,30.35,0.15,3.4,,,,,,,,,
19,10,1992,17.47,25.55,0,3,,,,,,,,,
20,10,1992,17.58,26.92,0,3.1,,,,,,,,,
21,10,1992,18.92,30.79,0.01,3,,,,,,,,,
22,10,1992,18.01,30.01,0,3.4,,,,,,,,,
23,10,1992,15.08,20.21,2.61,1.9,,,,,,,,,
24,10,1992,14.37,20.4,6.26,2,,,,,,,,,
25,10,1992,15.04,23.16,0.78,2.8,,,,,,,,,
26,10,1992,16.22,23.76,2,2.4,,,,,,,,,
27,10,1992,13.22,26.03,0,3,,,,,,,,,
28,10,1992,14.96,26.94,0.01,3.2,,,,,,,,,
29,10,1992,15.39,26.72,0,2.7,,,,,,,,,
30,10,1992,15.58,26.55,0,2.7,,,,,,,,,
31,10,1992,15.42,27.69,0,2.6,,,,,,,,,
1,11,1992,15.53,26.86,0,2.8,,,,,,,,,
2,11,1992,16.76,22.87,0.03,2,,,,,,,,,
3,11,1992,13.25,19.23,5.96,1.5,,,,,,,,,
4,11,1992,13.64,18.26,9.24,1.7,,,,,,,,,
5,11,1992,15.97,20.08,6.71,1.6,,,,,,,,,
6,11,1992,16.07,20.54,5.4,1.9,,,,,,,,,
7,11,1992,16.29,20.82,2.5,1.5,,,,,,,,,
8,11,1992,15.58,23.44,0.1,1.6,,,,,,,,,
9,11,1992,14.02,22.56,0.01,1.8,,,,,,,,,
10,11,1992,14.57,24.56,0.05,2.3,,,,,,,,,
11,11,1992,15.74,24.15,0.21,2.3,,,,,,,,,
12,11,1992,14.97,23.33,0.08,2,,,,,,,,,
13,11,1992,14.01,21.77,0.59,1.9,,,,,,,,,
14,11,1992,14.35,19.82,0.04,1.7,,,,,,,,,
15,11,1992,14.3,21.62,0.27,2.2,,,,,,,,,
16,11,1992,13.37,22.78,0.01,2.2,,,,,,,,,
17,11,1992,13.29,23.18,0.01,2.1,,,,,,,,,
18,11,1992,13.77,18.3,1.63,1.5,,,,,,,,,
19,11,1992,12.49,15.54,4.94,1.4,,,,,,,,,
20,11,1992,12.65,18,3.36,1.4,,,,,,,,,
21,11,1992,16.12,20.43,1.05,1.7,,,,,,,,,
22,11,1992,14,20.91,0.05,1.8,,,,,,,,,
23,11,1992,13.49,21.01,0,2,,,,,,,,,
24,11,1992,13.75,21.37,0,1.7,,,,,,,,,
25,11,1992,11.88,21.02,0,1.5,,,,,,,,,
26,11,1992,11.12,22.28,0,2,,,,,,,,,
27,11,1992,10.55,22.21,0,2.3,,,,,,,,,
28,11,1992,11.43,21.66,0,2.3,,,,,,,,,
29,11,1992,12.39,20.64,0,1.6,,,,,,,,,
30,11,1992,11.08,21.69,0,1.8,,,,,,,,,
1,12,1992,11.03,18.09,0,1.4,,,,,,,,,
2,12,1992,11.58,19.82,0,0.8,,,,,,,,,
3,12,1992,8.96,21.45,0,1.8,,,,,,,,,
4,12,1992,8.49,21.9,0.02,2.3,,,,,,,,,
5,12,1992,11.44,21.17,0.01,2.1,,,,,,,,,
6,12,1992,11.72,22.72,1.27,2.6,,,,,,,,,
7,12,1992,12.96,17.08,0.27,1.4,,,,,,,,,
8,12,1992,12.21,20.03,0.09,2,,,,,,,,,
9,12,1992,10.28,14.55,3.37,1.3,,,,,,,,,
10,12,1992,9.31,12.76,3.68,0.8,,,,,,,,,
11,12,1992,10.58,15.74,1.27,1,,,,,,,,,
12,12,1992,9.07,16.03,0.63,1.3,,,,,,,,,
13,12,1992,10.36,16.3,0.34,1.1,,,,,,,,,
14,12,1992,10.37,17.22,0.63,1,,,,,,,,,
15,12,1992,9.68,17.79,0.12,1.2,,,,,,,,,
16,12,1992,8.35,18.15,0,1.1,,,,,,,,,
17,12,1992,8.55,19.82,0,1.6,,,,,,,,,
18,12,1992,10.28,15.95,29.65,0.7,,,,,,,,,
19,12,1992,13.14,16.42,28.23,0.8,,,,,,,,,
20,12,1992,11.93,16.76,2.34,1,,,,,,,,,
21,12,1992,9.67,17.58,0.25,1.1,,,,,,,,,
22,12,1992,8.46,18.3,0,1.2,,,,,,,,,
23,12,1992,8.72,15.65,0,1.1,,,,,,,,,
24,12,1992,8.37,17.96,0,1.1,,,,,,,,,
25,12,1992,9.05,17.18,0,1,,,,,,,,,
26,12,1992,9.93,18.03,0.06,1,,,,,,,,,
27,12,1992,12.46,16.75,0.67,0.6,,,,,,,,,
28,12,1992,11.16,14.34,15.99,0.9,,,,,,,,,
29,12,1992,6.05,13.35,8.83,0.7,,,,,,,,,
30,12,1992,5.58,8.64,3.98,0.8,,,,,,,,,
31,12,1992,4.79,9.91,0.2,0.8,,,,,,,,,
1,1,1993,9.59,14.67,0.57,0.9,,,,,,,,,
2,1,1993,6.32,11.76,3.42,1.1,,,,,,,,,
3,1,1993,5.15,10.41,4.81,0.7,,,,,,,,,
4,1,1993,4.81,8.66,4.25,0.7,,,,,,,,,
5,1,1993,6.37,14.38,1.24,0.5,,,,,,,,,
6,1,1993,8.36,13.33,0.35,1,,,,,,,,,
7,1,1993,7.35,14.06,0.36,1.2,,,,,,,,,
8,1,1993,10.99,13.45,1.16,1.2,,,,,,,,,
9,1,1993,11.94,14.01,1.99,0.9,,,,,,,,,
10,1,1993,10.49,16.32,0.37,1.1,,,,,,,,,
11,1,1993,6.93,17.12,0,1.2,,,,,,,,,
12,1,1993,6.94,18.55,0,1.5,,,,,,,,,
13,1,1993,7.66,15.89,0,1.5,,,,,,,,,
14,1,1993,9.07,14.9,0,1.3,,,,,,,,,
15,1,1993,9.76,14.62,0,0.9,,,,,,,,,
16,1,1993,10.41,15.96,0,1.1,,,,,,,,,
17,1,1993,8.63,16.3,0,1.2,,,,,,,,,
18,1,1993,6.79,16.92,0,1.3,,,,,,,,,
19,1,1993,7.43,15.95,0,1.1,,,,,,,,,
20,1,1993,7.07,15.45,0,1.1,,,,,,,,,
21,1,1993,9.06,15.23,0,1.3,,,,,,,,,
22,1,1993,8.44,14.81,0,1.3,,,,,,,,,
23,1,1993,6.27,14.79,0,1.3,,,,,,,,,
24,1,1993,8.91,15.5,0,1.2,,,,,,,,,
25,1,1993,6.29,15.69,0,1.4,,,,,,,,,
26,1,1993,10.32,14.26,0.09,1.5,,,,,,,,,
27,1,1993,9.44,14.11,0.02,1.6,,,,,,,,,
28,1,1993,9.9,15.29,0.06,1.4,,,,,,,,,
29,1,1993,7.75,17.16,0,1.7,,,,,,,,,
30,1,1993,6.95,17.65,0,1.8,,,,,,,,,
31,1,1993,8.48,16.65,0.2,1.4,,,,,,,,,
1,2,1993,11.45,15.41,1.94,1.2,,,,,,,,,
2,2,1993,8.03,15.15,0,1.6,,,,,,,,,
3,2,1993,8.06,14.87,0.09,1.7,,,,,,,,,
4,2,1993,10.46,15.82,0.92,1.6,,,,,,,,,
5,2,1993,11.23,16.38,3.57,1.1,,,,,,,,,
6,2,1993,10.45,16.91,0.09,1.1,,,,,,,,,
7,2,1993,10.95,16.83,0.07,1.3,,,,,,,,,
8,2,1993,10.94,15.08,0.81,1.3,,,,,,,,,
9,2,1993,11.56,16.78,2.7,1.5,,,,,,,,,
10,2,1993,9.24,16.4,1.88,0.9,,,,,,,,,
11,2,1993,7.37,16.48,4,1.5,,,,,,,,,
12,2,1993,8.83,16.22,0.48,1.4,,,,,,,,,
13,2,1993,8.52,15.16,2.97,1.5,,,,,,,,,
14,2,1993,8.03,15.25,0.16,1.7,,,,,,,,,
15,2,1993,6.89,15.19,0.07,1.7,,,,,,,,,
16,2,1993,6.84,13.66,0.9,1.9,,,,,,,,,
17,2,1993,6.19,12.03,0.87,1.7,,,,,,,,,
18,2,1993,5.13,13.59,0.11,1.5,,,,,,,,,
19,2,1993,6.74,14.44,0.11,1.7,,,,,,,,,
20,2,1993,8.56,15.19,0.82,1.7,,,,,,,,,
21,2,1993,6.92,13.66,0.46,2,,,,,,,,,
22,2,1993,7.25,12.24,1.25,1.7,,,,,,,,,
23,2,1993,5.47,11.11,0.58,1.9,,,,,,,,,
24,2,1993,5.34,9.87,0.96,1.5,,,,,,,,,
25,2,1993,4.45,10.83,0.76,1.5,,,,,,,,,
26,2,1993,4.03,13.52,0.21,1.6,,,,,,,,,
27,2,1993,6.48,14.79,0.19,1.9,,,,,,,,,
28,2,1993,4.53,13.42,4.66,2.3,,,,,,,,,
1,3,1993,6.56,15.54,0.9,1.8,,,,,,,,,
2,3,1993,5.54,15.46,0.16,2.6,,,,,,,,,
3,3,1993,5.59,14.2,0.58,2.8,,,,,,,,,
4,3,1993,7.27,16.37,0.2,2.4,,,,,,,,,
5,3,1993,7.29,13.78,0.49,2.4,,,,,,,,,
6,3,1993,6.96,12.77,0.23,2.1,,,,,,,,,
7,3,1993,7.57,14.9,0.43,2.3,,,,,,,,,
8,3,1993,7.98,14.3,1.07,2.3,,,,,,,,,
9,3,1993,7.12,11.99,8.99,2.1,,,,,,,,,
10,3,1993,7.43,10.55,11.76,1.6,,,,,,,,,
11,3,1993,7.5,14.1,0.67,1.3,,,,,,,,,
12,3,1993,7.38,15.89,0.2,1.6,,,,,,,,,
13,3,1993,9.54,16.6,0.48,1.9,,,,,,,,,
14,3,1993,9.25,16.6,2.39,2,,,,,,,,,
15,3,1993,9.11,16.37,1.75,2.1,,,,,,,,,
16,3,1993,8.37,18.71,0,1.9,,,,,,,,,
17,3,1993,8.25,17.13,0,2.4,,,,,,,,,
18,3,1993,10.06,19.04,0,2.4,,,,,,,,,
19,3,1993,8.9,23.73,0,2.5,,,,,,,,,
20,3,1993,10.44,20.74,0,3.4,,,,,,,,,
21,3,1993,11.7,23.3,0,2.7,,,,,,,,,
22,3,1993,13.1,23.63,0.52,2.8,,,,,,,,,
23,3,1993,12.06,20.65,0.2,3.6,,,,,,,,,
24,3,1993,11.86,25.21,0.01,3,,,,,,,,,
25,3,1993,11,20.3,2.62,4,,,,,,,,,
26,3,1993,8.15,13.85,3.31,2.9,,,,,,,,,
27,3,1993,7.54,11.02,7.49,1.9,,,,,,,,,
28,3,1993,7.4,17.16,0.03,2,,,,,,,,,
29,3,1993,7.1,18.7,0,3.3,,,,,,,,,
30,3,1993,7.51,17.48,0,3.1,,,,,,,,,
31,3,1993,7.48,19.04,0.01,2.9,,,,,,,,,
1,4,1993,8.49,22.26,0,2.8,,,,,,,,,
2,4,1993,9.65,17.21,0.61,3.6,,,,,,,,,
3,4,1993,8.13,16.49,0.61,3.9,,,,,,,,,
4,4,1993,8.29,20.54,0,2.6,,,,,,,,,
5,4,1993,11.11,19.39,0.12,3.6,,,,,,,,,
6,4,1993,10.52,20.64,0,3.3,,,,,,,,,
7,4,1993,10.96,22.21,0,3.9,,,,,,,,,
8,4,1993,11.18,23.81,0,4.2,,,,,,,,,
9,4,1993,10.3,23.21,0,4.7,,,,,,,,,
10,4,1993,10.56,27.62,0,3.8,,,,,,,,,
11,4,1993,12.79,24.77,0,4.9,,,,,,,,,
12,4,1993,12.71,23.74,0,5,,,,,,,,,
13,4,1993,11.85,24.08,0,3.9,,,,,,,,,
14,4,1993,12.43,21.97,0.16,4.5,,,,,,,,,
15,4,1993,11.54,21.79,0.03,3.5,,,,,,,,,
16,4,1993,11.92,18.07,1.3,3.8,,,,,,,,,
17,4,1993,11.01,18.12,1.05,3.3,,,,,,,,,
18,4,1993,10.19,19.56,0.02,3.5,,,,,,,,,
19,4,1993,8.84,21.97,0,3.8,,,,,,,,,
20,4,1993,9.31,23.42,0,4.2,,,,,,,,,
21,4,1993,9.85,24.05,0,4.9,,,,,,,,,
22,4,1993,11.24,21.25,0.01,4.7,,,,,,,,,
23,4,1993,12.37,21.54,1.34,3.7,,,,,,,,,
24,4,1993,13.3,24.12,0.13,3.9,,,,,,,,,
25,4,1993,14.52,22.33,0.34,5,,,,,,,,,
26,4,1993,12.89,22.26,0.09,3.8,,,,,,,,,
27,4,1993,13.6,22.56,0.32,3.5,,,,,,,,,
28,4,1993,11.66,17.43,1.05,3.8,,,,,,,,,
29,4,1993,10.13,22.9,0,3.5,,,,,,,,,
30,4,1993,12,24.14,0.09,4.4,,,,,,,,,
1,5,1993,13.45,20.46,0.11,4.9,,,,,,,,,
2,5,1993,12.92,18.62,3.42,3.8,,,,,,,,,
3,5,1993,12.26,20.6,0.34,4.3,,,,,,,,,
4,5,1993,10.83,22.29,0,3.7,,,,,,,,,
5,5,1993,12.46,21.42,1.83,4.1,,,,,,,,,
6,5,1993,12.46,16.46,45.93,4.4,,,,,,,,,
7,5,1993,13.67,19.93,4.66,2,,,,,,,,,
8,5,1993,13.43,22.97,0.06,3.9,,,,,,,,,
9,5,1993,12.08,27.04,0,4.4,,,,,,,,,
10,5,1993,13.61,28.5,0,5.2,,,,,,,,,
11,5,1993,16.08,26.65,0.4,5.4,,,,,,,,,
12,5,1993,15.99,23.82,11.76,4.8,,,,,,,,,
13,5,1993,14.73,23.82,4.5,3.5,,,,,,,,,
14,5,1993,13.25,22.87,1.45,4.8,,,,,,,,,
15,5,1993,13.1,23.8,0.02,4.8,,,,,,,,,
16,5,1993,13.31,24.22,0,5.2,,,,,,,,,
17,5,1993,12.49,26.18,0,5.1,,,,,,,,,
18,5,1993,15.58,28.51,0,5,,,,,,,,,
19,5,1993,16.72,23.4,0.2,5.8,,,,,,,,,
20,5,1993,15.52,26.4,0,4.4,,,,,,,,,
21,5,1993,15.23,26.43,4.71,5.4,,,,,,,,,
22,5,1993,15.67,26.66,0.69,4.3,,,,,,,,,
23,5,1993,16.07,28.15,0,4.3,,,,,,,,,
24,5,1993,16.47,28.95,0.02,5.5,,,,,,,,,
25,5,1993,16.11,28.88,0.27,5.8,,,,,,,,,
26,5,1993,16.7,31.85,0,6.4,,,,,,,,,
27,5,1993,18.68,33.24,0,6.9,,,,,,,,,
28,5,1993,18.07,29.5,0,6.2,,,,,,,,,
29,5,1993,17.64,27.56,0.01,4.7,,,,,,,,,
30,5,1993,19.46,32.3,0.03,5.3,,,,,,,,,
31,5,1993,18.86,27.09,0.02,6.6,,,,,,,,,
1,6,1993,17.59,28.24,0,5.6,,,,,,,,,
2,6,1993,17.7,28.9,0,4.5,,,,,,,,,
3,6,1993,16.87,27.73,0,6.6,,,,,,,,,
4,6,1993,15.84,26.21,0,6.1,,,,,,,,,
5,6,1993,14.93,27.24,0,5.5,,,,,,,,,
6,6,1993,16.8,28.24,0,5.5,,,,,,,,,
7,6,1993,17.89,24.73,0,5.7,,,,,,,,,
8,6,1993,19.03,29.81,0.07,4.4,,,,,,,,,
9,6,1993,19.57,30.26,0.02,4.3,,,,,,,,,
10,6,1993,19.73,29.03,0.07,5.4,,,,,,,,,
11,6,1993,18.32,31.38,0,4.8,,,,,,,,,
12,6,1993,19.23,26.8,0.24,6.1,,,,,,,,,
13,6,1993,17.59,25.2,0,5.6,,,,,,,,,
14,6,1993,16.76,25.98,0,4.9,,,,,,,,,
15,6,1993,16.32,26.34,0,5.6,,,,,,,,,
16,6,1993,17.73,26.96,0,5.6,,,,,,,,,
17,6,1993,16.58,30.07,0,5.2,,,,,,,,,
18,6,1993,16.51,30.52,0,5.8,,,,,,,,,
19,6,1993,19.58,28.44,0.08,7.2,,,,,,,,,
20,6,1993,20.3,32.7,0.01,6.1,,,,,,,,,
21,6,1993,21.53,29.7,0.49,7.1,,,,,,,,,
22,6,1993,20.36,30.62,0.54,5.4,,,,,,,,,
23,6,1993,19.76,28.63,0,5.3,,,,,,,,,
24,6,1993,19.15,29.46,0,5.3,,,,,,,,,
25,6,1993,18.57,30.14,0,6.5,,,,,,,,,
26,6,1993,19.46,34.31,0,6.9,,,,,,,,,
27,6,1993,19.91,31.37,0,6.7,,,,,,,,,
28,6,1993,18.83,34.31,0,7.4,,,,,,,,,
29,6,1993,22.31,31.96,0.01,7.3,,,,,,,,,
30,6,1993,20.91,31.72,0,7.7,,,,,,,,,
1,7,1993,20.54,30.57,0.08,6.3,,,,,,,,,
2,7,1993,22.03,31.91,0.03,6.8,,,,,,,,,
3,7,1993,22.25,31.57,0,6.9,,,,,,,,,
4,7,1993,23.3,40.28,0,5.3,,,,,,,,,
5,7,1993,26.18,42.89,0.06,7.4,,,,,,,,,
6,7,1993,23.24,33.74,0.01,9.4,,,,,,,,,
7,7,1993,20.68,29,0,6.6,,,,,,,,,
8,7,1993,20.1,29.34,0,6.1,,,,,,,,,
9,7,1993,18.75,31.19,0,5.3,,,,,,,,,
10,7,1993,20.44,36.01,0,5.9,,,,,,,,,
11,7,1993,21.93,30.66,0.17,7.6,,,,,,,,,
12,7,1993,19.72,27.32,0,5.9,,,,,,,,,
13,7,1993,18.59,26.79,0,5.8,,,,,,,,,
14,7,1993,16.74,28.78,0,5.8,,,,,,,,,
15,7,1993,18.7,31.42,0,5.4,,,,,,,,,
16,7,1993,20.92,32.92,0,6.1,,,,,,,,,
17,7,1993,20.78,33.21,0,6.3,,,,,,,,,
18,7,1993,20.75,34.18,0,6.4,,,,,,,,,
19,7,1993,21.32,36.03,0.06,7.1,,,,,,,,,
20,7,1993,22.43,34.96,0.01,6.5,,,,,,,,,
21,7,1993,21.49,29.72,0,5.5,,,,,,,,,
22,7,1993,20.09,27.62,0,5.9,,,,,,,,,
23,7,1993,19.44,28.81,0,5.9,,,,,,,,,
24,7,1993,18.3,29.89,0,5.8,,,,,,,,,
25,7,1993,18.88,34.21,0,5,,,,,,,,,
26,7,1993,22.31,35.04,0,6.8,,,,,,,,,
27,7,1993,20.73,30.28,0,7.1,,,,,,,,,
28,7,1993,19.31,30.74,0,6.2,,,,,,,,,
29,7,1993,18.77,33.55,0,6.5,,,,,,,,,
30,7,1993,21.13,35.44,0,5.8,,,,,,,,,
31,7,1993,22.52,37.03,0,7,,,,,,,,,
1,8,1993,21.77,34.22,0.12,6.1,,,,,,,,,
2,8,1993,21,35.05,0,5.8,,,,,,,,,
3,8,1993,22.28,37.26,0,6.6,,,,,,,,,
4,8,1993,23.28,36.94,0,7.5,,,,,,,,,
5,8,1993,23.66,38.12,0,7.2,,,,,,,,,
6,8,1993,25.55,38.37,0,7.2,,,,,,,,,
7,8,1993,24.17,36.16,0,7.5,,,,,,,,,
8,8,1993,23.39,38.16,0,8,,,,,,,,,
9,8,1993,23.88,33.56,0.1,7.2,,,,,,,,,
10,8,1993,22.13,31.74,0,6.5,,,,,,,,,
11,8,1993,20.88,32.36,0,6.1,,,,,,,,,
12,8,1993,21.01,31.06,0,6,,,,,,,,,
13,8,1993,20.62,31.57,0.15,5.6,,,,,,,,,
14,8,1993,21.96,32.06,0.29,4.9,,,,,,,,,
15,8,1993,23.42,34.13,0.42,5.3,,,,,,,,,
16,8,1993,23.16,33.62,0.51,6.2,,,,,,,,,
17,8,1993,24.89,35.02,0.75,5,,,,,,,,,
18,8,1993,22.92,34.38,0,5.1,,,,,,,,,
19,8,1993,22.14,34.61,0,5.6,,,,,,,,,
20,8,1993,21.7,33.66,0,6.4,,,,,,,,,
21,8,1993,21.09,33.64,0,6.2,,,,,,,,,
22,8,1993,22.91,34.62,0,5.1,,,,,,,,,
23,8,1993,23.42,37.14,0,6.1,,,,,,,,,
24,8,1993,23.77,38.05,0,6.1,,,,,,,,,
25,8,1993,24.59,40.89,0,6.9,,,,,,,,,
26,8,1993,24.35,35.92,0,7.4,,,,,,,,,
27,8,1993,23.83,38.25,0,5.6,,,,,,,,,
28,8,1993,23.66,29.86,0,6.1,,,,,,,,,
29,8,1993,22.16,28.44,0.25,5.1,,,,,,,,,
30,8,1993,20.7,28.1,0,4.4,,,,,,,,,
31,8,1993,19.29,31.13,0.01,4.7,,,,,,,,,
1,9,1993,20.73,32.6,0.11,4.8,,,,,,,,,
2,9,1993,21.47,30.93,0.13,4.9,,,,,,,,,
3,9,1993,21.9,31.19,0.03,7,,,,,,,,,
4,9,1993,20.58,33.82,3.5,5,,,,,,,,,
5,9,1993,20.72,28.91,1.07,5.4,,,,,,,,,
6,9,1993,19.44,30.44,0,4.6,,,,,,,,,
7,9,1993,21.94,36.36,0.11,4.4,,,,,,,,,
8,9,1993,23.69,37.18,0,6.6,,,,,,,,,
9,9,1993,23.61,35.89,0.95,7.1,,,,,,,,,
10,9,1993,22.34,30.63,0.47,6.6,,,,,,,,,
11,9,1993,22.1,29.12,1.07,4,,,,,,,,,
12,9,1993,20.24,29.96,0,4.6,,,,,,,,,
13,9,1993,20.66,35.41,0,4.3,,,,,,,,,
14,9,1993,20.21,27.8,8.54,6.3,,,,,,,,,
15,9,1993,18.41,27.05,0.09,4.1,,,,,,,,,
16,9,1993,18.73,32.55,0,4,,,,,,,,,
17,9,1993,20.82,34.54,0.06,5.2,,,,,,,,,
18,9,1993,21.36,35.68,0,5.2,,,,,,,,,
19,9,1993,22.53,31.73,0.01,6.1,,,,,,,,,
20,9,1993,21.58,29.83,0.01,3.8,,,,,,,,,
21,9,1993,21.39,29.75,0,3.8,,,,,,,,,
22,9,1993,20.97,29.46,0.01,3.7,,,,,,,,,
23,9,1993,22.57,29.35,0.58,4.2,,,,,,,,,
24,9,1993,18.69,23.3,1.31,4.1,,,,,,,,,
25,9,1993,17.44,27.88,0.01,2.9,,,,,,,,,
26,9,1993,18.14,27.73,0,4.7,,,,,,,,,
27,9,1993,20.24,28.28,2.14,4.3,,,,,,,,,
28,9,1993,17.85,25.94,4.43,4.1,,,,,,,,,
29,9,1993,16.61,25.33,0.04,3,,,,,,,,,
30,9,1993,17.11,28.92,0.03,3.2,,,,,,,,,
1,10,1993,19.77,30.05,0.69,4,,,,,,,,,
2,10,1993,19.45,29.61,0.56,3.3,,,,,,,,,
3,10,1993,17.54,21.84,2.62,4.6,,,,,,,,,
4,10,1993,17.99,24.66,0.87,2.6,,,,,,,,,
5,10,1993,16.22,29.83,0,3.5,,,,,,,,,
6,10,1993,17.38,30.88,0,4.4,,,,,,,,,
7,10,1993,18.06,29.16,0.39,4.4,,,,,,,,,
8,10,1993,19.54,28.33,0.04,3.2,,,,,,,,,
9,10,1993,18.3,25.78,0,3.2,,,,,,,,,
10,10,1993,16.95,31.59,0,3.3,,,,,,,,,
11,10,1993,19.79,32.11,0,3.8,,,,,,,,,
12,10,1993,20.04,29.13,0,3.8,,,,,,,,,
13,10,1993,18.38,33.27,0,4.9,,,,,,,,,
14,10,1993,19.71,26.59,0.03,4.8,,,,,,,,,
15,10,1993,18.56,25.38,0,3.6,,,,,,,,,
16,10,1993,18.11,29.82,0,3.4,,,,,,,,,
17,10,1993,19.14,31.52,0.01,3.5,,,,,,,,,
18,10,1993,17.77,28.76,0.18,3.4,,,,,,,,,
19,10,1993,17.5,27.17,0.05,2.9,,,,,,,,,
20,10,1993,18.08,28.67,1.81,2.7,,,,,,,,,
21,10,1993,17.26,25.56,1.81,3.1,,,,,,,,,
22,10,1993,14.6,21.59,5.42,2,,,,,,,,,
23,10,1993,12.31,20.36,0.98,2.3,,,,,,,,,
24,10,1993,14.04,23.07,0.91,2.5,,,,,,,,,
25,10,1993,15.66,21.26,0.78,2.5,,,,,,,,,
26,10,1993,17.25,22.95,2.07,2.2,,,,,,,,,
27,10,1993,17.18,24.47,4.3,2.2,,,,,,,,,
28,10,1993,17.38,24.99,2.36,2.4,,,,,,,,,
29,10,1993,17.83,24.03,2.07,2.5,,,,,,,,,
30,10,1993,17.3,23.97,2.71,2,,,,,,,,,
31,10,1993,18.02,24.13,3.34,2,,,,,,,,,
1,11,1993,18.42,27.47,2.25,2.2,,,,,,,,,
2,11,1993,16.63,25.01,0.46,2.8,,,,,,,,,
3,11,1993,16.61,25.4,0.6,2.7,,,,,,,,,
4,11,1993,16.37,26.63,5.71,2.3,,,,,,,,,
5,11,1993,16.67,23.31,2.23,2.6,,,,,,,,,
6,11,1993,14.48,22.92,0.33,2.6,,,,,,,,,
7,11,1993,15.66,23.49,0.04,2.7,,,,,,,,,
8,11,1993,13.99,22.31,0.33,2.5,,,,,,,,,
9,11,1993,12.61,21.8,0.04,2.5,,,,,,,,,
10,11,1993,13.46,21.34,0,2,,,,,,,,,
11,11,1993,14.12,21.96,0,2,,,,,,,,,
12,11,1993,14.02,23.38,0.03,1.8,,,,,,,,,
13,11,1993,13.9,20.13,0.11,2.3,,,,,,,,,
14,11,1993,12.76,21.23,0,1.8,,,,,,,,,
15,11,1993,12.22,19.85,0.03,1.8,,,,,,,,,
16,11,1993,12.55,16.74,0.06,2,,,,,,,,,
17,11,1993,10.97,17.03,0.01,2,,,,,,,,,
18,11,1993,11.3,15.96,0.21,1.9,,,,,,,,,
19,11,1993,10.69,15.56,0.1,1.2,,,,,,,,,
20,11,1993,9.47,16.31,0.31,1.5,,,,,,,,,
21,11,1993,9.62,17.17,0.36,1.8,,,,,,,,,
22,11,1993,9.49,16.65,0,1.8,,,,,,,,,
23,11,1993,9.11,17.6,0.02,1.7,,,,,,,,,
24,11,1993,11.55,19.34,2.46,1.6,,,,,,,,,
25,11,1993,13.05,16.67,11.26,1.6,,,,,,,,,
26,11,1993,12.18,18.53,1.34,0.6,,,,,,,,,
27,11,1993,13.21,17.83,2.7,1.5,,,,,,,,,
28,11,1993,12.19,17.52,0.6,1.4,,,,,,,,,
29,11,1993,11.77,17.87,0.5,1.4,,,,,,,,,
30,11,1993,11.2,18.7,1.15,1.4,,,,,,,,,
1,12,1993,11.03,17.07,1.41,1.5,,,,,,,,,
2,12,1993,10.18,14.39,2.59,1.5,,,,,,,,,
3,12,1993,10.07,15.52,4.71,1.3,,,,,,,,,
4,12,1993,9.51,15.54,2.14,1.5,,,,,,,,,
5,12,1993,13.21,17.52,2.14,1,,,,,,,,,
6,12,1993,12.58,17.93,0.42,1.2,,,,,,,,,
7,12,1993,10.54,17.95,0.04,1.4,,,,,,,,,
8,12,1993,10.47,18.19,0.03,1.5,,,,,,,,,
9,12,1993,9.71,19.94,0,1.7,,,,,,,,,
10,12,1993,9.08,19.32,0,2,,,,,,,,,
11,12,1993,8.07,18.04,0.02,1.6,,,,,,,,,
12,12,1993,10.45,17.4,0.03,1.3,,,,,,,,,
13,12,1993,9.68,20.08,0.01,1.4,,,,,,,,,
14,12,1993,8.54,17.59,0.13,1.7,,,,,,,,,
15,12,1993,9.56,18.69,0.06,1.5,,,,,,,,,
16,12,1993,10.9,17.44,0.02,1.7,,,,,,,,,
17,12,1993,11.05,17.05,0.11,1.6,,,,,,,,,
