day,month,year,mintp,mxntp,p,evp,,,,,,,,,
3,7,1991,17.49,31.08,0,5.2,,,,,,,,,
4,7,1991,19.87,33.34,0,6.4,,,,,,,,,
5,7,1991,20.82,35.5,0,7.2,,,,,,,,,
6,7,1991,22.1,35.64,0.01,7.5,,,,,,,,,
7,7,1991,21.69,31.73,0.02,7,,,,,,,,,
8,7,1991,21.27,30.53,0.07,6.9,,,,,,,,,
9,7,1991,19.88,31.67,0,7.2,,,,,,,,,
10,7,1991,19.56,29.9,0,6.6,,,,,,,,,
11,7,1991,20.99,32.56,0.02,5.7,,,,,,,,,
12,7,1991,20.18,33.46,0,6.2,,,,,,,,,
13,7,1991,21.56,34.13,0,6.9,,,,,,,,,
14,7,1991,21.43,33.94,0,7,,,,,,,,,
15,7,1991,21.81,30.55,0,7.8,,,,,,,,,
16,7,1991,20.7,30.9,0,6.1,,,,,,,,,
17,7,1991,19.7,33.63,0,6.4,,,,,,,,,
18,7,1991,20.96,33.37,0,6.3,,,,,,,,,
19,7,1991,20.92,32.16,0,7.5,,,,,,,,,
20,7,1991,20.92,34.11,0,6.1,,,,,,,,,
21,7,1991,22.39,36.5,0,6.4,,,,,,,,,
22,7,1991,23.8,38.5,0,6.5,,,,,,,,,
23,7,1991,24.52,38.17,0,7.7,,,,,,,,,
24,7,1991,25.73,37.78,0,7.6,,,,,,,,,
25,7,1991,22.98,36.8,0,6.5,,,,,,,,,
26,7,1991,23.38,31.87,0.01,7.2,,,,,,,,,
27,7,1991,21.57,29.94,0,6.3,,,,,,,,,
28,7,1991,19.81,30.28,0,6.1,,,,,,,,,
29,7,1991,20.48,33.72,0,6.4,,,,,,,,,
30,7,1991,21.1,33.26,0.1,6.2,,,,,,,,,
31,7,1991,22.32,33.12,0,6.8,,,,,,,,,
1,8,1991,21.51,31.61,0,5.3,,,,,,,,,
2,8,1991,21.19,31.22,0,6.3,,,,,,,,,
3,8,1991,20.43,29.46,0,6.4,,,,,,,,,
4,8,1991,20.45,32.15,0,5.8,,,,,,,,,
5,8,1991,21.06,32.2,0,6.5,,,,,,,,,
6,8,1991,20.52,32.91,0,5.8,,,,,,,,,
7,8,1991,22.39,34.34,0,5.4,,,,,,,,,
8,8,1991,22.29,34.66,0,6.6,,,,,,,,,
9,8,1991,22.19,34.04,3.08,6.9,,,,,,,,,
10,8,1991,22.05,31.98,0.01,5.8,,,,,,,,,
11,8,1991,21.9,34.68,0,5.9,,,,,,,,,
12,8,1991,23.38,36.37,0.04,6.2,,,,,,,,,
13,8,1991,23.76,31.15,4.77,7.3,,,,,,,,,
14,8,1991,22.55,30.23,4.46,4.5,,,,,,,,,
15,8,1991,21.01,31.98,0.04,5.3,,,,,,,,,
16,8,1991,21.1,32.15,0.01,5.7,,,,,,,,,
17,8,1991,21.73,32.25,0.03,6,,,,,,,,,
18,8,1991,22.27,33.34,0.02,5.1,,,,,,,,,
19,8,1991,21.76,34.17,0,5.2,,,,,,,,,
20,8,1991,21.96,33.27,0,5.7,,,,,,,,,
21,8,1991,21.51,34.73,0,6.6,,,,,,,,,
22,8,1991,22.88,33.6,0,5.4,,,,,,,,,
23,8,1991,22.77,32.84,0,5.8,,,,,,,,,
24,8,1991,22.31,34.93,0,5.4,,,,,,,,,
25,8,1991,23.3,35.26,0,5.7,,,,,,,,,
26,8,1991,22.98,35.56,0,6.2,,,,,,,,,
27,8,1991,24.06,36.16,0,6.2,,,,,,,,,
28,8,1991,23.43,36.92,0,6.5,,,,,,,,,
29,8,1991,23.05,36.92,0,6.2,,,,,,,,,
30,8,1991,23.66,35.35,0.06,6.5,,,,,,,,,
31,8,1991,24.44,31.99,0.22,5.2,,,,,,,,,
1,9,1991,24.5,33.71,0.67,4.9,,,,,,,,,
2,9,1991,24.55,30.41,1.64,5.4,,,,,,,,,
3,9,1991,23.2,30.77,3.65,5.8,,,,,,,,,
4,9,1991,22.97,28.08,4.54,4.6,,,,,,,,,
5,9,1991,22.61,27.42,3.23,4.9,,,,,,,,,
6,9,1991,22.58,30.55,4.3,4.5,,,,,,,,,
7,9,1991,21.82,27.74,16.52,4.9,,,,,,,,,
8,9,1991,21.29,27.45,8.85,4.6,,,,,,,,,
9,9,1991,20.67,29.01,1.9,4,,,,,,,,,
10,9,1991,21.18,30.61,0.9,4.3,,,,,,,,,
11,9,1991,21.33,33.23,0.01,4.5,,,,,,,,,
12,9,1991,22.05,32.19,4.06,5,,,,,,,,,
13,9,1991,22.48,28.51,3.72,5,,,,,,,,,
14,9,1991,22.2,26.1,7.42,4.7,,,,,,,,,
15,9,1991,21.32,28.15,1.5,4.5,,,,,,,,,
16,9,1991,20.32,27.54,3.51,3.7,,,,,,,,,
17,9,1991,20.6,27.54,3.54,4.3,,,,,,,,,
18,9,1991,19.95,28.55,1.21,4,,,,,,,,,
19,9,1991,20.16,28.79,0.25,3.9,,,,,,,,,
20,9,1991,19.75,29.48,0,3.9,,,,,,,,,
21,9,1991,20.21,31.6,0.19,3.9,,,,,,,,,
22,9,1991,21.45,33.21,0.38,4.6,,,,,,,,,
23,9,1991,22.81,29.02,0.17,4.8,,,,,,,,,
24,9,1991,20.69,26.92,0.01,4.6,,,,,,,,,
25,9,1991,19.63,29.94,0,3.9,,,,,,,,,
26,9,1991,21.45,32.89,0.04,3.7,,,,,,,,,
27,9,1991,21.51,29.97,0.64,4.9,,,,,,,,,
28,9,1991,21.75,26.89,0.84,3.2,,,,,,,,,
29,9,1991,20.56,30.55,0.28,3.2,,,,,,,,,
30,9,1991,19.82,31.8,0.89,3.8,,,,,,,,,
1,10,1991,20.38,25.28,2.77,3,,,,,,,,,
2,10,1991,19.5,26.45,0.01,3.6,,,,,,,,,
3,10,1991,18.98,26.13,0.01,3.5,,,,,,,,,
4,10,1991,18.72,26.97,0,3.2,,,,,,,,,
5,10,1991,18.09,27.17,0.04,3.5,,,,,,,,,
6,10,1991,17.62,26.88,0.14,3.4,,,,,,,,,
7,10,1991,17.99,23.96,0.93,3.5,,,,,,,,,
8,10,1991,16.62,28.74,0.01,3.6,,,,,,,,,
9,10,1991,19.23,29.14,0,4.4,,,,,,,,,
10,10,1991,19.24,30,0,5,,,,,,,,,
11,10,1991,19.83,28.66,1.99,4.7,,,,,,,,,
12,10,1991,18.29,26.18,1.64,3.4,,,,,,,,,
13,10,1991,18.12,26.38,0.19,3.2,,,,,,,,,
14,10,1991,17.4,27.55,0.26,3.5,,,,,,,,,
15,10,1991,18.4,23.29,5.47,3.8,,,,,,,,,
16,10,1991,18.24,25.26,3.19,2.6,,,,,,,,,
17,10,1991,19.65,26.03,1.3,2,,,,,,,,,
18,10,1991,19.49,27.84,1.58,2.2,,,,,,,,,
19,10,1991,17.94,26.18,1.51,2.7,,,,,,,,,
20,10,1991,14.09,17.97,13.34,2,,,,,,,,,
21,10,1991,13.89,20.57,0.89,1.7,,,,,,,,,
22,10,1991,11.97,20.76,0.5,2.1,,,,,,,,,
23,10,1991,14.74,23.07,0,2.6,,,,,,,,,
24,10,1991,16.1,24.07,0.02,2.6,,,,,,,,,
25,10,1991,15.91,25.93,0.34,2.5,,,,,,,,,
26,10,1991,15.62,26.76,0.44,2.7,,,,,,,,,
27,10,1991,17.79,23.37,1.78,3,,,,,,,,,
28,10,1991,15.87,19.43,9.5,2.1,,,,,,,,,
29,10,1991,14.8,21.78,0.63,1.2,,,,,,,,,
30,10,1991,15.21,20.33,0.52,1.5,,,,,,,,,
31,10,1991,13.96,19.57,0.4,2.1,,,,,,,,,
1,11,1991,15.05,20.81,0.92,1.7,,,,,,,,,
2,11,1991,14.92,21.83,0.08,2,,,,,,,,,
3,11,1991,12.89,23.45,0,2.1,,,,,,,,,
4,11,1991,13.46,25.97,0,2.4,,,,,,,,,
5,11,1991,14.79,23.4,0.15,2.7,,,,,,,,,
6,11,1991,12.88,18.9,0.27,2.7,,,,,,,,,
7,11,1991,12.87,17.49,5.04,1.4,,,,,,,,,
8,11,1991,13.97,19.33,0.54,1.5,,,,,,,,,
9,11,1991,14.39,19.13,0.68,1.8,,,,,,,,,
10,11,1991,12.96,19.35,0.64,1.9,,,,,,,,,
11,11,1991,10.88,18.47,0.01,1.7,,,,,,,,,
12,11,1991,10.4,20.37,0,1.9,,,,,,,,,
13,11,1991,11.55,21.74,0,1.9,,,,,,,,,
14,11,1991,13.65,23.79,0.02,1.8,,,,,,,,,
15,11,1991,14.65,19.9,0.02,2.5,,,,,,,,,
16,11,1991,13.16,21.61,0.16,2.3,,,,,,,,,
17,11,1991,14.35,17.96,1.03,1.9,,,,,,,,,
18,11,1991,13.91,20.13,0.28,1.4,,,,,,,,,
19,11,1991,10.95,22.93,0,1.8,,,,,,,,,
20,11,1991,12.43,20.45,0.4,2.3,,,,,,,,,
21,11,1991,9.72,16.58,0.73,1.9,,,,,,,,,
22,11,1991,8.24,17.17,0.14,1.8,,,,,,,,,
23,11,1991,10.33,15.53,50.9,1.7,,,,,,,,,
24,11,1991,10.26,16.11,5.94,1.3,,,,,,,,,
25,11,1991,8.9,18.51,0.08,1.4,,,,,,,,,
26,11,1991,10.68,19.76,0,1.7,,,,,,,,,
27,11,1991,11.15,19.92,0,1.7,,,,,,,,,
28,11,1991,11.32,19.51,0.01,1.4,,,,,,,,,
29,11,1991,9.53,20.32,0,1.4,,,,,,,,,
30,11,1991,12.11,16.02,0.3,1.4,,,,,,,,,
1,12,1991,10.56,17.8,0.24,1.3,,,,,,,,,
2,12,1991,11.15,17.61,1.55,1.3,,,,,,,,,
3,12,1991,11.7,14.29,27.33,1,,,,,,,,,
4,12,1991,9.91,15.7,2.61,0.5,,,,,,,,,
5,12,1991,9.23,15.27,0.23,1,,,,,,,,,
6,12,1991,8.84,17.17,0.65,1.1,,,,,,,,,
7,12,1991,8.93,11.65,0.14,1.4,,,,,,,,,
8,12,1991,7.97,14.49,0.03,1.6,,,,,,,,,
9,12,1991,8.57,14.57,0.91,1.5,,,,,,,,,
10,12,1991,6.43,12.45,0.14,1.2,,,,,,,,,
11,12,1991,7.49,13.43,0.31,1.1,,,,,,,,,
12,12,1991,7.53,13.13,0.17,0.9,,,,,,,,,
13,12,1991,7.2,12.88,0.03,0.9,,,,,,,,,
14,12,1991,6.55,14.03,0.08,1.1,,,,,,,,,
15,12,1991,7.42,13.92,0.41,1.2,,,,,,,,,
16,12,1991,6.26,15.55,0.04,0.8,,,,,,,,,
17,12,1991,8.6,13.47,0.09,1.2,,,,,,,,,
18,12,1991,7.61,14.63,0.08,1.2,,,,,,,,,
19,12,1991,12.04,16.19,0.29,1.3,,,,,,,,,
20,12,1991,12.41,17.81,0.23,1.4,,,,,,,,,
21,12,1991,12.06,14.24,1.08,1.6,,,,,,,,,
22,12,1991,13.2,15.11,2.24,1.2,,,,,,,,,
23,12,1991,13.28,17.76,0.24,1,,,,,,,,,
24,12,1991,12.91,16.27,0.75,1.3,,,,,,,,,
25,12,1991,9.92,14.26,1.81,1.4,,,,,,,,,
26,12,1991,8.37,13.12,0.04,1.3,,,,,,,,,
27,12,1991,7.1,15.34,1.34,1.4,,,,,,,,,
28,12,1991,8.76,14.82,0.99,1.3,,,,,,,,,
29,12,1991,7.63,12.09,0.49,1.2,,,,,,,,,
30,12,1991,6.5,12.76,0.23,0.6,,,,,,,,,
31,12,1991,5.8,14.31,0.02,1.1,,,,,,,,,
1,1,1992,8.89,14.88,0.01,1.1,,,,,,,,,
2,1,1992,8.89,14.88,0.01,1.1,,,,,,,,,
3,1,1992,8.78,14.67,0,1.1,,,,,,,,,
4,1,1992,5.63,14.96,0,1.1,,,,,,,,,
5,1,1992,5.41,15.09,0,1.2,,,,,,,,,
6,1,1992,8.28,14.41,0,1.3,,,,,,,,,
7,1,1992,6.77,13.58,0.01,1.3,,,,,,,,,
8,1,1992,7.46,14.57,0,1.4,,,,,,,,,
9,1,1992,4.52,16.04,0,1.2,,,,,,,,,
10,1,1992,4.44,16.77,0,1.7,,,,,,,,,
11,1,1992,6.01,17.66,0,1.7,,,,,,,,,
12,1,1992,8.37,17.15,0,1.4,,,,,,,,,
13,1,1992,7.61,16.61,0,1.4,,,,,,,,,
14,1,1992,7.62,15.76,0.02,1.3,,,,,,,,,
15,1,1992,8.13,15.04,0.07,1.1,,,,,,,,,
16,1,1992,8.54,14.63,0.06,1.2,,,,,,,,,
17,1,1992,8.17,13.79,0.07,1.2,,,,,,,,,
18,1,1992,6.95,14.49,0.03,1.3,,,,,,,,,
19,1,1992,8.1,13.46,0.5,1.2,,,,,,,,,
20,1,1992,7.62,14.17,0.61,1.2,,,,,,,,,
21,1,1992,6.54,14.09,0.52,1.1,,,,,,,,,
22,1,1992,7.26,13.43,0.97,1.5,,,,,,,,,
23,1,1992,7.08,15.92,0.24,1.3,,,,,,,,,
24,1,1992,7.03,16.48,0.03,1.6,,,,,,,,,
25,1,1992,7.53,16.1,4.57,1.1,,,,,,,,,
26,1,1992,7.03,15.25,3.23,1.3,,,,,,,,,
27,1,1992,6.58,14.75,0.18,0.9,,,,,,,,,
28,1,1992,8.78,12.39,21.95,1.1,,,,,,,,,
29,1,1992,10.72,13.76,22.07,1.3,,,,,,,,,
30,1,1992,8.5,13.49,3.94,0.9,,,,,,,,,
31,1,1992,6.91,13.85,0.09,1.5,,,,,,,,,
1,2,1992,6.22,14.76,0.1,1.5,,,,,,,,,
2,2,1992,8.28,13.95,0.78,1.3,,,,,,,,,
3,2,1992,6.31,13.36,1.12,1.4,,,,,,,,,
4,2,1992,4.21,13.41,0,1.5,,,,,,,,,
5,2,1992,6.65,16.13,0.23,1.7,,,,,,,,,
6,2,1992,8.86,14.16,0.36,1.6,,,,,,,,,
7,2,1992,8.23,15.96,0.16,1.5,,,,,,,,,
8,2,1992,6.4,17.07,0.01,1.3,,,,,,,,,
9,2,1992,7.77,16.73,0.09,1.6,,,,,,,,,
10,2,1992,7.67,16.46,0.02,1.6,,,,,,,,,
11,2,1992,6.32,17.19,0,1.7,,,,,,,,,
12,2,1992,7.85,18.54,0.12,1.7,,,,,,,,,
13,2,1992,7.63,19.07,0,2,,,,,,,,,
14,2,1992,9.67,20.97,0.13,2.7,,,,,,,,,
15,2,1992,9.83,14.5,1.39,1.8,,,,,,,,,
16,2,1992,7.91,16.05,0.05,2,,,,,,,,,
17,2,1992,6.57,16.79,0,2.5,,,,,,,,,
18,2,1992,8.47,15.58,0,2.1,,,,,,,,,
19,2,1992,8.79,13.89,0.01,2,,,,,,,,,
20,2,1992,7.93,9.6,3.67,0.8,,,,,,,,,
21,2,1992,9.61,12.1,20.75,1,,,,,,,,,
22,2,1992,6.79,11.09,17.94,1.1,,,,,,,,,
23,2,1992,6.23,13.54,0.08,2,,,,,,,,,
24,2,1992,6.19,14.45,0,2.1,,,,,,,,,
25,2,1992,4.7,16.56,0,2.1,,,,,,,,,
26,2,1992,7.3,17.66,0.1,1.8,,,,,,,,,
27,2,1992,7.7,17,0.81,2.1,,,,,,,,,
28,2,1992,8.92,15.68,2.3,1.8,,,,,,,,,
29,2,1992,10.29,12.75,14.25,1.5,,,,,,,,,
1,3,1992,8.72,15.54,1.61,1.7,,,,,,,,,
2,3,1992,7.52,16.54,0.08,1.9,,,,,,,,,
3,3,1992,9.55,14.95,0.09,1.6,,,,,,,,,
4,3,1992,11.46,16.83,0.02,1.5,,,,,,,,,
5,3,1992,11.35,16.3,0.03,1.7,,,,,,,,,
6,3,1992,12.52,17.24,0.22,1.6,,,,,,,,,
7,3,1992,11.53,18.35,0.05,2,,,,,,,,,
8,3,1992,10.77,16.74,0.1,1.4,,,,,,,,,
9,3,1992,10.87,16.12,0.62,1.4,,,,,,,,,
10,3,1992,9.62,16.72,3.93,1.6,,,,,,,,,
11,3,1992,10.79,14.82,6.76,1.6,,,,,,,,,
12,3,1992,8.3,14.27,1.65,1.9,,,,,,,,,
13,3,1992,7.85,14.91,1.89,2.4,,,,,,,,,
14,3,1992,8.43,16.42,0.09,2.3,,,,,,,,,
15,3,1992,6.94,18.05,0,2.9,,,,,,,,,
16,3,1992,10.13,17.49,0.8,2.6,,,,,,,,,
17,3,1992,12.14,17.07,0.98,2.5,,,,,,,,,
18,3,1992,9.06,17.76,0.28,2.6,,,,,,,,,
19,3,1992,7.9,15.89,0,2.7,,,,,,,,,
20,3,1992,8.06,17.82,0.02,2.8,,,,,,,,,
21,3,1992,8.06,17.28,0.3,2.3,,,,,,,,,
22,3,1992,9.8,18.77,0.2,3.1,,,,,,,,,
23,3,1992,10.45,17.96,0,2.8,,,,,,,,,
24,3,1992,12.01,19.38,0.02,3.4,,,,,,,,,
25,3,1992,10.2,23.1,0.02,4.5,,,,,,,,,
26,3,1992,9.38,18.35,0.21,2.4,,,,,,,,,
27,3,1992,9.36,15.06,0.38,2.8,,,,,,,,,
28,3,1992,8.15,14.86,1.29,2.7,,,,,,,,,
29,3,1992,8.13,13.41,3.84,2.4,,,,,,,,,
30,3,1992,9.24,16.68,1.32,3,,,,,,,,,
31,3,1992,7.71,19.76,0,3.5,,,,,,,,,
1,4,1992,8.36,23.96,0.07,4.9,,,,,,,,,
2,4,1992,9.26,17.62,0.09,3.5,,,,,,,,,
3,4,1992,7.84,20.82,0,4,,,,,,,,,
4,4,1992,9.27,25.04,0,4.8,,,,,,,,,
5,4,1992,11.58,23.87,0,4.6,,,,,,,,,
6,4,1992,11.9,21.95,0.06,3.4,,,,,,,,,
7,4,1992,11.04,16.4,5.15,2.9,,,,,,,,,
8,4,1992,9.64,17.92,0.28,3.1,,,,,,,,,
9,4,1992,9.82,18.64,3.3,3.1,,,,,,,,,
10,4,1992,9.56,16.42,3.89,3.6,,,,,,,,,
11,4,1992,10.78,16.29,4.9,2.8,,,,,,,,,
12,4,1992,10.89,16.74,5.14,2.6,,,,,,,,,
13,4,1992,9.49,18.32,0.63,3.4,,,,,,,,,
14,4,1992,8.6,19.98,0.37,3.6,,,,,,,,,
15,4,1992,8.91,20.21,0.01,3.9,,,,,,,,,
16,4,1992,6.67,22.01,0,4,,,,,,,,,
17,4,1992,9.86,17.77,8.46,2.8,,,,,,,,,
18,4,1992,7.95,12.6,2.11,2.8,,,,,,,,,
19,4,1992,8.87,14.14,11.26,3.3,,,,,,,,,
20,4,1992,10.02,17.66,0.55,3.3,,,,,,,,,
21,4,1992,11.16,20.21,0.03,3.7,,,,,,,,,
22,4,1992,9.09,22.89,0,4.1,,,,,,,,,
23,4,1992,11.64,24.88,0,4.9,,,,,,,,,
24,4,1992,11.85,23.39,0.04,3.8,,,,,,,,,
25,4,1992,11.88,25.77,0.17,5.1,,,,,,,,,
26,4,1992,14.58,26.92,0.01,5.2,,,,,,,,,
27,4,1992,15.91,24.19,2.15,5.1,,,,,,,,,
28,4,1992,15.19,26.25,0.02,4.3,,,,,,,,,
29,4,1992,14.7,27.61,0.16,4.9,,,,,,,,,
30,4,1992,12.03,26.39,3.03,4.8,,,,,,,,,
1,5,1992,11.19,17.63,8.33,3.9,,,,,,,,,
2,5,1992,10.12,14.81,6.73,3.3,,,,,,,,,
3,5,1992,9.96,18.45,0.43,3.6,,,,,,,,,
4,5,1992,10.84,21.14,0,3.7,,,,,,,,,
5,5,1992,13.28,20.65,1.02,3.4,,,,,,,,,
6,5,1992,13.36,19.81,1.22,3,,,,,,,,,
7,5,1992,13.75,22.57,1.38,5.2,,,,,,,,,
8,5,1992,11.99,21.9,0.11,4.9,,,,,,,,,
9,5,1992,11.78,23.23,0.4,4.8,,,,,,,,,
10,5,1992,11.65,23.98,0.07,5.5,,,,,,,,,
11,5,1992,11.62,23.27,0,5.1,,,,,,,,,
12,5,1992,11.76,25.44,0,5.1,,,,,,,,,
13,5,1992,13.52,24.8,0,5.5,,,,,,,,,
14,5,1992,13.49,25.71,0,4.7,,,,,,,,,
15,5,1992,14.07,26.38,0,4.9,,,,,,,,,
16,5,1992,14.43,25.23,0,5.2,,,,,,,,,
17,5,1992,14,24.48,0,5.4,,,,,,,,,
18,5,1992,13.32,27.45,0,5.6,,,,,,,,,
19,5,1992,15.67,27,0,5.8,,,,,,,,,
20,5,1992,15.58,23.32,1.7,4.9,,,,,,,,,
21,5,1992,13.95,24.62,4.3,5.3,,,,,,,,,
22,5,1992,15.69,25.7,2.93,5.4,,,,,,,,,
23,5,1992,16.23,27.64,0.46,4.6,,,,,,,,,
24,5,1992,17.58,23.92,6.08,3.7,,,,,,,,,
25,5,1992,15.74,23.54,9.54,4.1,,,,,,,,,
26,5,1992,15.95,18.24,13.42,2.7,,,,,,,,,
27,5,1992,15.85,21.86,14.52,4.5,,,,,,,,,
28,5,1992,14.37,26.61,0.16,5.3,,,,,,,,,
29,5,1992,16.83,29.12,0.4,5.4,,,,,,,,,
30,5,1992,17.22,29.94,0.01,6.3,,,,,,,,,
31,5,1992,18.83,32.92,0,7.7,,,,,,,,,
1,6,1992,20.19,32.81,0,6.5,,,,,,,,,
2,6,1992,18.53,29,0,5.6,,,,,,,,,
3,6,1992,18.38,25.69,0.05,5.1,,,,,,,,,
4,6,1992,17.99,26.73,0,5.3,,,,,,,,,
5,6,1992,16.2,23.79,0.09,5.4,,,,,,,,,
6,6,1992,15.37,26.65,0,5.1,,,,,,,,,
7,6,1992,15.73,29.58,0,6.6,,,,,,,,,
8,6,1992,17.62,28.73,0,5.9,,,,,,,,,
9,6,1992,16.73,26,0,6.5,,,,,,,,,
10,6,1992,14.98,28.52,0,5.9,,,,,,,,,
11,6,1992,16.83,24.78,0.4,4.8,,,,,,,,,
12,6,1992,16.09,23.21,0.53,5.4,,,,,,,,,
13,6,1992,16.5,25.18,0.9,5.4,,,,,,,,,
14,6,1992,17.59,27.82,0.07,5.6,,,,,,,,,
15,6,1992,17.08,29.55,0,6.3,,,,,,,,,
16,6,1992,18.06,27.94,0,5.7,,,,,,,,,
17,6,1992,16.66,27.01,1,5,,,,,,,,,
18,6,1992,16.94,25.6,1.37,5.3,,,,,,,,,
19,6,1992,17.11,25.29,3.74,5.5,,,,,,,,,
20,6,1992,18.13,25.43,5.08,5.7,,,,,,,,,
21,6,1992,16.74,30.23,0.06,6.4,,,,,,,,,
22,6,1992,18.97,32.78,0,7.4,,,,,,,,,
23,6,1992,19.7,31.69,0.39,6.3,,,,,,,,,
24,6,1992,18.25,27.21,0.01,5.3,,,,,,,,,
25,6,1992,17.54,30.27,0,6,,,,,,,,,
26,6,1992,18.56,25.93,0,5.6,,,,,,,,,
27,6,1992,17.35,26.39,0,5.9,,,,,,,,,
28,6,1992,17.25,27.06,0,6,,,,,,,,,
29,6,1992,17.01,26.87,0,5.7,,,,,,,,,
30,6,1992,16.69,27.57,0,5.7,,,,,,,,,
1,7,1992,17.69,27.94,0,5.6,,,,,,,,,
2,7,1992,18.18,26.36,5.64,5,,,,,,,,,
3,7,1992,18.39,23.9,16.17,3.6,,,,,,,,,
4,7,1992,17.96,26.37,0,5.5,,,,,,,,,
5,7,1992,16.55,29.76,0,5.7,,,,,,,,,
6,7,1992,19.52,30.96,0.06,5.9,,,,,,,,,
7,7,1992,19.11,28.34,0.05,4.7,,,,,,,,,
8,7,1992,19.88,27.54,0.06,4.4,,,,,,,,,
9,7,1992,18.91,27.05,0.05,4.8,,,,,,,,,
10,7,1992,19.84,27.72,0,5.1,,,,,,,,,
11,7,1992,18.26,28.62,0,5.3,,,,,,,,,
12,7,1992,19.43,28.6,0.01,6.5,,,,,,,,,
13,7,1992,18.26,28.17,0,6.2,,,,,,,,,
14,7,1992,17.96,28.96,0,6.4,,,,,,,,,
15,7,1992,17.58,28.48,0,5.7,,,,,,,,,
16,7,1992,17.99,29.73,0,6,,,,,,,,,
17,7,1992,18.12,31.67,0,6.5,,,,,,,,,
18,7,1992,19.23,32.45,0,6.6,,,,,,,,,
19,7,1992,19.36,31.46,0,6.1,,,,,,,,,
20,7,1992,19.55,30.99,0,5.3,,,,,,,,,
21,7,1992,19.52,33.06,0,6.8,,,,,,,,,
22,7,1992,21.04,33.2,0,6.7,,,,,,,,,
23,7,1992,22.07,32.49,0.14,5.8,,,,,,,,,
24,7,1992,21.55,31.74,0.86,6.1,,,,,,,,,
25,7,1992,21.3,32.3,0.01,6.1,,,,,,,,,
26,7,1992,21.29,32.78,0,5.4,,,,,,,,,
27,7,1992,21.78,32.84,0.01,5.8,,,,,,,,,
28,7,1992,21.39,33.4,0,6.3,,,,,,,,,
29,7,1992,22.29,32.59,0.06,6.4,,,,,,,,,
30,7,1992,21.94,33.03,0.02,5.7,,,,,,,,,
31,7,1992,22.81,34.13,0.14,6.8,,,,,,,,,
1,8,1992,22.73,35.17,0,6.9,,,,,,,,,
2,8,1992,22.95,34.76,0,6.9,,,,,,,,,
3,8,1992,22.65,34.95,0,7.3,,,,,,,,,
4,8,1992,22.7,35.94,0,7.5,,,,,,,,,
5,8,1992,23.92,35.24,0,6.9,,,,,,,,,
6,8,1992,24.19,34.69,0.05,5.8,,,,,,,,,
7,8,1992,23.91,33.37,0.22,5.4,,,,,,,,,
8,8,1992,23.28,32.99,0.25,5.6,,,,,,,,,
9,8,1992,23.7,34.4,0.06,6.5,,,,,,,,,
10,8,1992,23.47,35.36,0,6.3,,,,,,,,,
11,8,1992,24.15,32.05,0.09,6,,,,,,,,,
12,8,1992,22.86,32.38,0,6,,,,,,,,,
13,8,1992,22.11,33.42,0,5.6,,,,,,,,,
14,8,1992,21.36,33.68,0,6.2,,,,,,,,,
15,8,1992,22.17,32.99,0.01,6.2,,,,,,,,,
16,8,1992,21.33,34.37,1.16,5.3,,,,,,,,,
17,8,1992,22.41,30.62,0.89,5.7,,,,,,,,,
18,8,1992,20.91,30.97,0,5,,,,,,,,,
19,8,1992,20.79,31.73,0,5.3,,,,,,,,,
20,8,1992,22.13,31.88,0,5,,,,,,,,,
21,8,1992,22.08,32.98,0,5.7,,,,,,,,,
22,8,1992,21.07,34.32,0,5.6,,,,,,,,,
23,8,1992,21.41,35.43,0,5.9,,,,,,,,,
24,8,1992,23.79,36.82,0,6.2,,,,,,,,,
25,8,1992,22.64,36.36,0,7,,,,,,,,,
26,8,1992,22.7,34.97,0,5.2,,,,,,,,,
27,8,1992,23.15,35,0,5.6,,,,,,,,,
28,8,1992,23.67,34.52,0.06,6,,,,,,,,,
29,8,1992,23.56,35.1,0.1,5.5,,,,,,,,,
30,8,1992,24.59,38.67,0.18,6.6,,,,,,,,,
31,8,1992,23.77,31.28,0.01,5.2,,,,,,,,,
1,9,1992,22.61,33.78,0,5.1,,,,,,,,,
2,9,1992,22.21,30.88,0,5.9,,,,,,,,,
3,9,1992,20.15,27.91,0,5.1,,,,,,,,,
4,9,1992,19.28,29.42,0,5.1,,,,,,,,,
5,9,1992,20.52,29.01,0,5.4,,,,,,,,,
6,9,1992,19.83,28.01,0.07,5,,,,,,,,,
7,9,1992,18.39,28.71,0,5,,,,,,,,,
8,9,1992,18.06,30.79,0,4.7,,,,,,,,,
9,9,1992,20.1,31.49,2.62,4.7,,,,,,,,,
10,9,1992,21.16,31.67,1.39,4.9,,,,,,,,,
11,9,1992,21.47,32.41,1.99,5,,,,,,,,,
12,9,1992,21.95,32.77,3.03,5.8,,,,,,,,,
13,9,1992,23.21,33.32,0.01,5.4,,,,,,,,,
14,9,1992,22.29,31.3,0.78,4.3,,,,,,,,,
15,9,1992,20.95,31.07,0.07,4.6,,,,,,,,,
16,9,1992,21.4,31.3,0.04,4.2,,,,,,,,,
17,9,1992,20.11,30.67,0,3.9,,,,,,,,,
18,9,1992,21.45,30.87,0.01,4.4,,,,,,,,,
19,9,1992,20.56,30.99,0.09,4.2,,,,,,,,,
20,9,1992,21.33,28.82,1.16,3.8,,,,,,,,,
21,9,1992,21.41,29.28,1.41,4.1,,,,,,,,,
22,9,1992,21.21,28.27,1.29,4.3,,,,,,,,,
23,9,1992,20.32,28.48,0.95,4,,,,,,,,,
